2026-03-05T05:22:07.824176 | Dist: 4.7725 | Result: FAIL | ID: EMP-961231
2026-03-06T09:29:04.342754 | Dist: 0.5152 | Result: OK | ID: EMP-961231
2026-03-06T09:29:29.739407 | Dist: 0.6115 | Result: OK | ID: EMP-961231
2026-03-06T09:29:47.848956 | Dist: 0.6094 | Result: OK | ID: EMP-961231
2026-03-06T09:30:04.951282 | Dist: 0.5304 | Result: OK | ID: EMP-961231
2026-03-06T09:30:21.715312 | Dist: 0.4289 | Result: OK | ID: EMP-961231
2026-03-06T09:30:38.748200 | Dist: 0.6222 | Result: OK | ID: EMP-961231
2026-03-06T09:31:23.478110 | Dist: 0.4561 | Result: OK | ID: EMP-961231
2026-03-06T09:32:20.562516 | Dist: 0.5415 | Result: OK | ID: EMP-961231
2026-03-06T09:33:50.510952 | Dist: 0.7119 | Result: OK | ID: EMP-961231
2026-03-06T09:34:16.284688 | Dist: 0.4725 | Result: OK | ID: EMP-961231
2026-03-06T09:34:34.554251 | Dist: 0.6737 | Result: OK | ID: EMP-961231
2026-03-06T09:34:51.731977 | Dist: 0.5741 | Result: OK | ID: EMP-961231
2026-03-06T09:35:08.805669 | Dist: 0.4573 | Result: OK | ID: EMP-961231
2026-03-06T09:35:26.735630 | Dist: 0.5299 | Result: OK | ID: EMP-961231
2026-03-06T09:35:43.415549 | Dist: 0.4511 | Result: OK | ID: EMP-961231
2026-03-06T09:36:00.497274 | Dist: 0.5004 | Result: OK | ID: EMP-961231
2026-03-06T09:36:18.570058 | Dist: 0.5035 | Result: OK | ID: EMP-961231
2026-03-06T09:36:28.656255 | Dist: 0.4739 | Result: OK | ID: EMP-961231
2026-03-06T09:37:43.693955 | Dist: 0.4376 | Result: OK | ID: EMP-349731
2026-03-06T09:42:19.324216 | Dist: 0.8170 | Result: FAIL | ID: EMP-961231
2026-03-06T09:42:29.823223 | Dist: 0.4911 | Result: OK | ID: EMP-349731
2026-03-06T09:42:55.852127 | Dist: 1.3500 | Result: FAIL | ID: EMP-349731
2026-03-06T10:01:33.002533 | Dist: 1.4250 | Result: FAIL | ID: EMP-349731
2026-03-06T10:01:44.016687 | Dist: 1.3663 | Result: FAIL | ID: EMP-349731
2026-03-06T10:01:56.143263 | Dist: 1.4253 | Result: FAIL | ID: EMP-349731
2026-03-06T10:02:06.618666 | Dist: 1.3877 | Result: FAIL | ID: EMP-349731
2026-03-06T10:02:34.594911 | Dist: 1.4772 | Result: FAIL | ID: EMP-349731
2026-03-06T10:02:44.558088 | Dist: 1.4084 | Result: FAIL | ID: EMP-349731
2026-03-06T10:03:12.735070 | Dist: 1.3245 | Result: FAIL | ID: EMP-349731
2026-03-06T10:03:22.604547 | Dist: 1.4054 | Result: FAIL | ID: EMP-349731
2026-03-06T10:03:32.609621 | Dist: 1.4774 | Result: FAIL | ID: EMP-349731
2026-03-06T10:03:51.602000 | Dist: 1.4561 | Result: FAIL | ID: EMP-349731
2026-03-06T10:04:01.632595 | Dist: 1.3963 | Result: FAIL | ID: EMP-349731
2026-03-06T10:04:16.841236 | Dist: 1.4263 | Result: FAIL | ID: EMP-349731
2026-03-06T10:04:30.055027 | Dist: 1.3522 | Result: FAIL | ID: EMP-349731
2026-03-06T10:04:40.952616 | Dist: 1.4373 | Result: FAIL | ID: EMP-349731
2026-03-06T10:04:51.639459 | Dist: 1.4527 | Result: FAIL | ID: EMP-349731
2026-03-06T10:05:01.800740 | Dist: 1.4628 | Result: FAIL | ID: EMP-349731
2026-03-06T10:05:12.868378 | Dist: 1.4194 | Result: FAIL | ID: EMP-349731
2026-03-06T10:05:32.775846 | Dist: 1.3462 | Result: FAIL | ID: EMP-349731
2026-03-06T10:05:44.032975 | Dist: 1.4669 | Result: FAIL | ID: EMP-349731
2026-03-06T10:05:55.342022 | Dist: 1.4656 | Result: FAIL | ID: EMP-349731
2026-03-06T10:06:05.575795 | Dist: 1.4703 | Result: FAIL | ID: EMP-349731
2026-03-06T10:06:15.436251 | Dist: 1.4571 | Result: FAIL | ID: EMP-349731
2026-03-06T10:06:25.441696 | Dist: 1.4680 | Result: FAIL | ID: EMP-349731
2026-03-06T10:06:35.646353 | Dist: 1.4800 | Result: FAIL | ID: EMP-349731
2026-03-06T10:06:45.521576 | Dist: 1.4780 | Result: FAIL | ID: EMP-349731
2026-03-06T10:06:55.739285 | Dist: 1.4803 | Result: FAIL | ID: EMP-349731
2026-03-06T10:07:05.591311 | Dist: 1.4533 | Result: FAIL | ID: EMP-349731
2026-03-06T10:07:15.524783 | Dist: 1.4617 | Result: FAIL | ID: EMP-349731
2026-03-06T10:07:25.834151 | Dist: 1.4771 | Result: FAIL | ID: EMP-349731
2026-03-06T10:07:35.522662 | Dist: 1.4694 | Result: FAIL | ID: EMP-349731
2026-03-06T10:07:45.452619 | Dist: 1.4849 | Result: FAIL | ID: EMP-349731
2026-03-06T10:07:55.547659 | Dist: 1.4670 | Result: FAIL | ID: EMP-349731
2026-03-06T10:08:05.502529 | Dist: 1.4862 | Result: FAIL | ID: EMP-349731
2026-03-06T10:08:15.539448 | Dist: 1.4613 | Result: FAIL | ID: EMP-349731
2026-03-06T10:08:25.702606 | Dist: 1.4663 | Result: FAIL | ID: EMP-349731
2026-03-06T10:08:49.529069 | Dist: 1.3367 | Result: FAIL | ID: EMP-349731
2026-03-06T10:09:00.302965 | Dist: 1.4046 | Result: FAIL | ID: EMP-349731
2026-03-06T10:09:30.637357 | Dist: 1.4047 | Result: FAIL | ID: EMP-349731
2026-03-06T10:09:50.547086 | Dist: 1.4126 | Result: FAIL | ID: EMP-349731
2026-03-06T10:10:20.262244 | Dist: 1.4126 | Result: FAIL | ID: EMP-349731
2026-03-06T10:11:15.683906 | Dist: 1.4131 | Result: FAIL | ID: EMP-349731
2026-03-06T10:11:45.065062 | Dist: 1.4336 | Result: FAIL | ID: EMP-349731
2026-03-06T10:13:09.995513 | Dist: 1.3935 | Result: FAIL | ID: EMP-349731
2026-03-06T10:15:12.738756 | Dist: 1.4383 | Result: FAIL | ID: EMP-349731
2026-03-06T10:15:22.711990 | Dist: 1.4143 | Result: FAIL | ID: EMP-349731
2026-03-06T10:16:09.602095 | Dist: 0.3741 | Result: OK | ID: EMP-0001
2026-03-06T10:16:29.560607 | Dist: 0.2640 | Result: OK | ID: EMP-0001
2026-03-06T10:17:22.500912 | Dist: 0.2424 | Result: OK | ID: EMP-0001
2026-03-06T10:40:25.500708 | Dist: 0.2739 | Result: OK | ID: EMP-0001
2026-03-06T10:40:43.396705 | Dist: 0.3450 | Result: OK | ID: EMP-0001
2026-03-06T12:47:58.062754 | Dist: 0.4701 | Result: OK | ID: EMP-0001
2026-03-07T03:54:56.251920 | Dist: 0.4821 | Result: OK | ID: EMP-0001
2026-03-07T03:55:15.623007 | Dist: 0.4725 | Result: OK | ID: EMP-0001
2026-03-07T03:57:14.661260 | Dist: 0.8110 | Result: FAIL | ID: EMP-0001
2026-03-07T03:59:25.589958 | Dist: 0.4868 | Result: OK | ID: EMP-0001
2026-03-07T04:00:19.482206 | Dist: 0.6547 | Result: OK | ID: EMP-0001
2026-03-07T04:00:38.845517 | Dist: 0.4475 | Result: OK | ID: EMP-0001
2026-03-07T04:01:01.987161 | Dist: 0.5232 | Result: OK | ID: EMP-0001
2026-03-07T04:01:23.126530 | Dist: 0.4137 | Result: OK | ID: EMP-0001
2026-03-07T04:01:48.901410 | Dist: 0.4464 | Result: OK | ID: EMP-0001
2026-03-07T04:02:34.812825 | Dist: 0.4799 | Result: OK | ID: EMP-0001
2026-03-07T04:03:01.924661 | Dist: 0.4662 | Result: OK | ID: EMP-349731
2026-03-07T06:09:31.986403 | Dist: 0.4710 | Result: OK | ID: EMP-0001
2026-03-07T11:09:15.052763 | Dist: 0.4962 | Result: OK | ID: EMP-0001
2026-03-07T11:09:33.167415 | Dist: 0.4433 | Result: OK | ID: EMP-0001
2026-03-07T11:10:31.780399 | Dist: 0.4483 | Result: OK | ID: EMP-0001
2026-03-07T11:30:28.028108 | Dist: 0.5499 | Result: OK | ID: EMP-0001
2026-03-07T11:30:44.519240 | Dist: 0.5062 | Result: OK | ID: EMP-0001
2026-03-07T11:33:14.492107 | Dist: 0.4753 | Result: OK | ID: EMP-0001
2026-03-07T11:33:58.999737 | Dist: 0.5069 | Result: OK | ID: EMP-0001
2026-03-07T11:34:46.215806 | Dist: 0.5100 | Result: OK | ID: EMP-0001
2026-03-07T11:36:26.723474 | Dist: 1.4134 | Result: FAIL | ID: EMP-0001
2026-03-07T11:36:36.954845 | Dist: 1.3046 | Result: FAIL | ID: EMP-349731
2026-03-07T11:37:53.015209 | Dist: 1.4013 | Result: FAIL | ID: EMP-0001
2026-03-07T11:38:53.358413 | Dist: 0.5243 | Result: OK | ID: EMP-0001
2026-03-07T11:39:11.275156 | Dist: 0.5807 | Result: OK | ID: EMP-0001
2026-03-07T11:39:38.336519 | Dist: 0.5899 | Result: OK | ID: EMP-0001
2026-03-07T11:39:56.272787 | Dist: 0.5413 | Result: OK | ID: EMP-0001
2026-03-07T11:41:28.561853 | Dist: 0.5377 | Result: OK | ID: EMP-0001
2026-03-07T11:41:47.059908 | Dist: 0.5759 | Result: OK | ID: EMP-0001
2026-03-07T11:42:05.557411 | Dist: 0.5567 | Result: OK | ID: EMP-0001
2026-03-07T11:42:25.055373 | Dist: 0.5627 | Result: OK | ID: EMP-0001
2026-03-07T11:42:43.179650 | Dist: 0.5835 | Result: OK | ID: EMP-0001
2026-03-07T11:44:41.343665 | Dist: 0.4594 | Result: OK | ID: EMP-0001
2026-03-07T11:45:39.469421 | Dist: 0.4936 | Result: OK | ID: EMP-0001
2026-03-07T11:45:58.135719 | Dist: 0.5643 | Result: OK | ID: EMP-0001
2026-03-07T11:50:20.199320 | Dist: 1.3677 | Result: FAIL | ID: EMP-349731
2026-03-07T11:50:31.133297 | Dist: 0.7276 | Result: OK | ID: EMP-0001
2026-03-07T11:50:58.235026 | Dist: 0.6144 | Result: OK | ID: EMP-0001
2026-03-07T11:51:16.777435 | Dist: 0.4750 | Result: OK | ID: EMP-0001
2026-03-07T11:51:37.644764 | Dist: 0.5790 | Result: OK | ID: EMP-0001
2026-03-07T11:52:05.033817 | Dist: 0.5133 | Result: OK | ID: EMP-0001
2026-03-07T11:52:24.268997 | Dist: 0.4839 | Result: OK | ID: EMP-0001
2026-03-07T11:52:44.362685 | Dist: 0.5986 | Result: OK | ID: EMP-0001
2026-03-07T11:53:02.406964 | Dist: 0.4931 | Result: OK | ID: EMP-0001
2026-03-07T11:53:21.969514 | Dist: 0.5453 | Result: OK | ID: EMP-0001
2026-03-07T11:55:53.170299 | Dist: 0.5005 | Result: OK | ID: EMP-0001
2026-03-07T11:56:32.225124 | Dist: 0.6229 | Result: OK | ID: EMP-0001
2026-03-07T11:57:11.204818 | Dist: 0.6045 | Result: OK | ID: EMP-0001
2026-03-07T11:57:31.127492 | Dist: 0.5812 | Result: OK | ID: EMP-0001
2026-03-07T11:57:50.402131 | Dist: 0.5775 | Result: OK | ID: EMP-0001
2026-03-07T11:58:13.439016 | Dist: 0.5371 | Result: OK | ID: EMP-0001
2026-03-07T11:59:34.890882 | Dist: 0.6200 | Result: OK | ID: EMP-0001
2026-03-07T11:59:59.909712 | Dist: 0.5102 | Result: OK | ID: EMP-0001
2026-03-07T12:00:45.537324 | Dist: 0.5822 | Result: OK | ID: EMP-0001
2026-03-07T12:01:15.513606 | Dist: 0.6743 | Result: OK | ID: EMP-0001
2026-03-07T12:01:55.508486 | Dist: 0.5228 | Result: OK | ID: EMP-0001
2026-03-07T12:02:24.559388 | Dist: 0.5814 | Result: OK | ID: EMP-0001
2026-03-07T12:02:44.485236 | Dist: 0.6006 | Result: OK | ID: EMP-0001
2026-03-07T12:03:05.343630 | Dist: 0.6669 | Result: OK | ID: EMP-0001
2026-03-07T12:04:36.807794 | Dist: 0.4700 | Result: OK | ID: EMP-0001
2026-03-07T12:05:19.220683 | Dist: 1.3428 | Result: FAIL | ID: EMP-0001
2026-03-07T12:05:29.612469 | Dist: 0.4617 | Result: OK | ID: EMP-0001
2026-03-07T12:07:11.015970 | Dist: 1.3936 | Result: FAIL | ID: EMP-349731
2026-03-07T12:07:22.045968 | Dist: 0.5066 | Result: OK | ID: EMP-0001
2026-03-07T12:08:03.429838 | Dist: 0.6330 | Result: OK | ID: EMP-0001
2026-03-07T12:09:47.485583 | Dist: 0.4149 | Result: OK | ID: EMP-0001
2026-03-07T12:10:39.707543 | Dist: 0.5172 | Result: OK | ID: EMP-0001
2026-03-07T12:55:14.610887 | Dist: 0.4837 | Result: OK | ID: EMP-0001
2026-03-09T04:17:14.315516 | Dist: 0.3470 | Result: OK | ID: EMP-0001
2026-03-09T07:49:28.500521 | Dist: 0.4026 | Result: OK | ID: EMP-0001
2026-03-09T07:49:31.870523 | Dist: 0.3599 | Result: OK | ID: EMP-0001
2026-03-09T07:49:35.084697 | Dist: 0.4503 | Result: OK | ID: EMP-0001
2026-03-09T07:55:58.261959 | Dist: 0.3752 | Result: OK | ID: EMP-0001
2026-03-09T07:56:49.006541 | Dist: 0.6993 | Result: OK | ID: EMP-0001
2026-03-09T08:05:03.396577 | Dist: 0.4138 | Result: OK | ID: EMP-0001
2026-03-09T09:01:15.418018 | Dist: 0.4908 | Result: OK | ID: EMP-0001
2026-03-09T10:15:03.670402 | Dist: 0.5713 | Result: OK | ID: EMP-0001
2026-03-09T11:24:26.970454 | Dist: 0.5018 | Result: OK | ID: EMP-0001
2026-03-10T05:59:39.365027 | Dist: 0.4649 | Result: OK | ID: EMP-0001
2026-03-10T11:28:20.640168 | Dist: 0.5126 | Result: OK | ID: EMP-0001
2026-03-10T11:29:34.965874 | Dist: 0.4757 | Result: OK | ID: EMP-0001
